ensembl_gene_id	ensembl_transcript_id	start	end	HGNC_gene_symbol	swissprot_id
ENSG00000182446	ENST00000374747	131	1981	NPLOC4	Q8TAT6
ENSG00000182447	ENST00000327928	1	1432	OTOL1	A6NHN0
ENSG00000182450	ENST00000422670	343	1522	KCNK4	Q9NYG8
ENSG00000182459	ENST00000333437	311	803	TEX19	Q8NA77
ENSG00000182463	ENST00000371497	937	4039	TSHZ2	Q9NRE2
ENSG00000182472	ENST00000328867	310	2466	CAPN12	Q6ZSI9
ENSG00000182473	ENST00000335146	55	2259	EXOC7	Q9UPT5
ENSG00000182481	ENST00000676594	229	1816	KPNA2	P52292
ENSG00000182489	ENST00000372956	614	1960	XKRX	Q6PP77
ENSG00000182492	ENST00000331595	146	1250	BGN	P21810
ENSG00000182504	ENST00000341893	64	2659	CEP97	Q8IW35
ENSG00000182508	ENST00000371968	125	784	LHFPL1	Q86WI0
ENSG00000182511	ENST00000328850	51	2517	FES	P07332
ENSG00000182512	ENST00000331334	41	512	GLRX5	Q86SX6
ENSG00000182518	ENST00000332132	40	387	FAM104B	Q5XKR9
ENSG00000182521	ENST00000247219	72	1196	TBPL2	Q6SJ96
ENSG00000182533	ENST00000343849	76	529	CAV3	P56539
ENSG00000182534	ENST00000592148	1573	2211	MXRA7	P84157
ENSG00000182541	ENST00000340552	231	2289	LIMK2	P53671
ENSG00000182544	ENST00000534842	148	1819	MFSD5	Q6N075
ENSG00000182545	ENST00000430083	405	1137	RNASE10	Q5GAN6
ENSG00000182551	ENST00000327435	45	581	ADI1	Q9BV57
ENSG00000182552	ENST00000326397	234	797	RWDD4	Q6NW29
ENSG00000182557	ENST00000355530	29	1565	SPNS3	Q6ZMD2
ENSG00000182566	ENST00000328853	9	887	CLEC4G	Q6UXB4
ENSG00000182568	ENST00000417717	972	3356	SATB1	Q01826
ENSG00000182575	ENST00000513748	99	1161	NXPH3	O95157
ENSG00000182578	ENST00000286301	293	3208	CSF1R	P07333
ENSG00000182580	ENST00000330394	452	3446	EPHB3	P54753
ENSG00000182583	ENST00000381059	220	838	VCX	Q9H320
ENSG00000182585	ENST00000413830	65	527	EPGN	Q6UW88
ENSG00000182591	ENST00000332378	57	545	KRTAP11-1	Q8IUC1
ENSG00000182600	ENST00000409533	146	509	SNORC	Q6UX34
ENSG00000182601	ENST00000331351	460	1828	HS3ST4	Q9Y661
ENSG00000182606	ENST00000673621	439	3382	TRAK1	Q9UPV9
ENSG00000182613	ENST00000641492	435	1380	OR2V2	Q96R30
ENSG00000182621	ENST00000338037	387	4035	PLCB1	Q9NQ66
ENSG00000182628	ENST00000330137	24	386	SKA2	Q8WVK7
ENSG00000182631	ENST00000330120	356	1763	RXFP3	Q9NSD7
ENSG00000182634	ENST00000641585	461	1393	OR10G7	Q8NGN6
ENSG00000182636	ENST00000649030	89	1051	NDN	Q99608
ENSG00000182645	ENST00000333254	232	1006	CCDC172	P0C7W6
ENSG00000182667	ENST00000425719	21	1086	NTM	Q9P121
ENSG00000182670	ENST00000399017	2748	8823	TTC3	P53804
ENSG00000182674	ENST00000523207	755	3488	KCNB2	Q92953
ENSG00000182676	ENST00000330261	98	559	PPP1R27	Q86WC6
ENSG00000182685	ENST00000562360	1	780	BRICD5	Q6PL45
ENSG00000182687	ENST00000329003	104	1265	GALR2	O43603
ENSG00000182698	ENST00000333527	1	684	RESP18	Q5W5W9
ENSG00000182700	ENST00000333305	2541	2700	IGIP	A6NJ69
ENSG00000182704	ENST00000612930	130	1189	TSKU	Q8WUA8
ENSG00000182712	ENST00000369484	454	657	CMC4	P56277
ENSG00000182718	ENST00000559780	375	1475	ANXA2	P07355
ENSG00000182732	ENST00000434263	32	1649	RGS6	P49758
ENSG00000182742	ENST00000332503	32	784	HOXB4	P17483
ENSG00000182747	ENST00000331858	129	1377	SLC35D3	Q5M8T2
ENSG00000182749	ENST00000374296	668	1705	PAQR7	Q86WK9
ENSG00000182752	ENST00000328252	383	5264	PAPPA	Q13219
ENSG00000182759	ENST00000333480	327	1385	MAFA	Q8NHW3
ENSG00000182768	ENST00000379095	42	915	NGRN	Q9NPE2
ENSG00000182771	ENST00000327946	404	3430	GRID1	Q9ULK0
ENSG00000182774	ENST00000558397	10	583	RPS17	P08708
ENSG00000182782	ENST00000328880	75	1163	HCAR2	Q8TDS4
ENSG00000182783	ENST00000641069	58	1002	OR2T29	Q8NH02
ENSG00000182791	ENST00000333861	49	2595	CCDC87	Q9NVE4
ENSG00000182793	ENST00000370989	31	696	GSTA5	Q7RTV2
ENSG00000182795	ENST00000359470	260	2062	C1orf116	Q9BW04
ENSG00000182798	ENST00000400004	353	1361	MAGEB17	A8MXT2
ENSG00000182809	ENST00000483017	287	1133	CRIP2	P52943
ENSG00000182810	ENST00000332395	31	1650	DDX28	Q9NUL7
ENSG00000182816	ENST00000399889	59	583	KRTAP13-2	Q52LG2
ENSG00000182827	ENST00000366812	67	1650	ACBD3	Q9H3P7
ENSG00000182831	ENST00000327827	402	1227	HAPSTR1	Q14CZ0
ENSG00000182836	ENST00000377801	76	1038	PLCXD3	Q63HM9
ENSG00000182853	ENST00000328739	13	618	VMO1	Q7Z5L0
ENSG00000182854	ENST00000332238	109	1045	OR4F15	Q8NGB8
ENSG00000182858	ENST00000330817	255	1718	ALG12	Q9BV10
ENSG00000182866	ENST00000333070	101	1718	LCK	P06239
ENSG00000182870	ENST00000328957	387	2195	GALNT9	Q9HCQ5
ENSG00000182871	ENST00000359759	1	5263	COL18A1	P39060
ENSG00000182872	ENST00000329236	1	2986	RBM10	P98175
ENSG00000182885	ENST00000333493	43	1690	ADGRG3	Q86Y34
ENSG00000182890	ENST00000328078	76	1750	GLUD2	P49448
ENSG00000182896	ENST00000389982	83	692	TMEM95	Q3KNT9
ENSG00000182898	ENST00000368806	66	2777	TCHHL1	Q5QJ38
ENSG00000182899	ENST00000448864	143	473	RPL35A	P18077
ENSG00000182901	ENST00000440928	358	1842	RGS7	P49802
ENSG00000182902	ENST00000399813	465	1410	SLC25A18	Q9H1K4
ENSG00000182903	ENST00000511833	195	2963	ZNF721	Q8TF20
ENSG00000182916	ENST00000332431	212	512	TCEAL7	Q9BRU2
ENSG00000182919	ENST00000331239	180	1125	C11orf54	Q9H0W9
ENSG00000182923	ENST00000683596	380	2489	CEP63	Q96MT8
ENSG00000182931	ENST00000335769	29	295	WFDC10B	Q8IUB3
ENSG00000182934	ENST00000332118	92	2005	SRPRA	P08240
ENSG00000182944	ENST00000414183	22	2005	EWSR1	Q01844
ENSG00000182950	ENST00000332145	160	982	ODF3L1	Q8IXM7
ENSG00000182952	ENST00000377575	217	487	HMGN4	O00479
ENSG00000182957	ENST00000424834	474	4305	SPATA13	Q96N96
ENSG00000182963	ENST00000592524	323	1510	GJC1	P36383
ENSG00000182968	ENST00000330949	511	1684	SOX1	O00570
ENSG00000182973	ENST00000454516	86	2498	CNOT10	Q9H9A5
ENSG00000182974	ENST00000332663	99	1038	OR4M2B	A0A0X1KG70
ENSG00000182979	ENST00000331320	210	2355	MTA1	Q13330
ENSG00000182983	ENST00000328199	187	1543	ZNF662	Q6ZS27
ENSG00000182985	ENST00000331581	22	1434	CADM1	Q9BY67
ENSG00000182986	ENST00000391781	121	1647	ZNF320	A2RRD8
ENSG00000182993	ENST00000330828	107	842	C12orf60	Q5U649
ENSG00000183010	ENST00000402252	27	1064	PYCR1	P32322
ENSG00000183011	ENST00000333775	432	950	NAA38	Q9BRA0
ENSG00000183018	ENST00000329078	168	1815	SPNS2	Q8IVW8
ENSG00000183019	ENST00000333598	32	554	MCEMP1	Q8IX19
ENSG00000183020	ENST00000332231	214	3034	AP2A2	O94973
ENSG00000183023	ENST00000403092	35	2953	SLC8A1	P32418
ENSG00000183024	ENST00000328890	1	939	OR1G1	P47890
ENSG00000183032	ENST00000331299	257	1153	SLC25A21	Q9BQT8
ENSG00000183034	ENST00000331427	95	1781	OTOP2	Q7RTS6
ENSG00000183035	ENST00000329312	38	1991	CYLC1	P35663
ENSG00000183036	ENST00000328619	65	251	PCP4	P48539
ENSG00000183044	ENST00000567812	263	1808	ABAT	P80404
ENSG00000183048	ENST00000545862	192	1410	SLC25A10	Q9UBX3
ENSG00000183049	ENST00000619168	273	1428	CAMK1D	Q8IU85
ENSG00000183054	ENST00000329516	199	5493	RGPD6	Q99666
ENSG00000183060	ENST00000344791	274	1164	LYSMD4	Q5XG99
ENSG00000183066	ENST00000329620	95	1022	WBP2NL	Q6ICG8
ENSG00000183067	ENST00000380588	328	1549	IGSF5	Q9NSI5
ENSG00000183072	ENST00000329198	124	1095	NKX2-5	P52952
ENSG00000183077	ENST00000327898	10	934	AFMID	Q63HM1
ENSG00000183087	ENST00000327773	157	2190	GAS6	Q14393
ENSG00000183090	ENST00000329798	1	6417	FREM3	P0C091
ENSG00000183091	ENST00000397345	193	25767	NEB	P20929
ENSG00000183092	ENST00000637716	1	2436	BEGAIN	Q9BUH8
ENSG00000183098	ENST00000377047	651	2316	GPC6	Q9Y625
ENSG00000183111	ENST00000333677	139	2164	ARHGEF37	A1IGU5
ENSG00000183114	ENST00000332947	402	1389	FAM43B	Q6ZT52
ENSG00000183117	ENST00000520002	557	11251	CSMD1	Q96PZ7
ENSG00000183128	ENST00000369783	209	1240	CALHM3	Q86XJ0
ENSG00000183134	ENST00000332539	92	1276	PTGDR2	Q9Y5Y4
ENSG00000183137	ENST00000368970	51	1482	CEP57L1	Q8IYX8
ENSG00000183145	ENST00000329553	72	642	RIPPLY3	P57055
ENSG00000183150	ENST00000651487	352	1596	GPR19	Q15760
ENSG00000183153	ENST00000578689	923	1804	GJD3	Q8N144
ENSG00000183155	ENST00000367262	52	420	RABIF	P47224
ENSG00000183160	ENST00000392806	130	978	TMEM119	Q4V9L6
ENSG00000183161	ENST00000327470	14	1135	FANCF	Q9NPI8
ENSG00000183166	ENST00000395275	355	1137	CALN1	Q9BXU9
ENSG00000183172	ENST00000331479	70	391	SMDT1	Q9H4I9
ENSG00000183185	ENST00000472788	3	1403	GABRR3	A8MPY1
ENSG00000183186	ENST00000332235	183	1445	C2CD4C	Q8TF44
ENSG00000183196	ENST00000332272	594	1778	CHST6	Q9GZX3
ENSG00000183206	ENST00000358970	455	2080	POTEC	B2RU33
ENSG00000183207	ENST00000595090	26	1415	RUVBL2	Q9Y230
ENSG00000183208	ENST00000558017	421	1576	GDPGP1	Q6ZNW5
ENSG00000183230	ENST00000682758	203	2887	CTNNA3	Q9UI47
ENSG00000183246	ENST00000433039	486	5402	RIMBP3C	A6NJZ7
ENSG00000183248	ENST00000618550	113	4150	PRR36	Q9H6K5
ENSG00000183251	ENST00000380224	1	930	OR51B4	Q9Y5P0
ENSG00000183255	ENST00000330938	75	614	PTTG1IP	P53801
ENSG00000183258	ENST00000330503	17	1882	DDX41	Q9UJV9
ENSG00000183260	ENST00000369916	44	1451	ABHD16B	Q9H3Z7
ENSG00000183269	ENST00000537935	1	939	OR52E8	Q6IFG1
ENSG00000183273	ENST00000327554	449	2099	CCDC60	Q8IWA6
ENSG00000183281	ENST00000409310	70	357	PLGLB1	Q02325
ENSG00000183283	ENST00000549555	85	706	DAZAP2	Q15038
ENSG00000183287	ENST00000439986	82	1299	CCBE1	Q6UXH8
ENSG00000183291	ENST00000331835	16	510	SELENOF	O60613
ENSG00000183303	ENST00000329434	1	966	OR5P2	Q8WZ92
ENSG00000183304	ENST00000381003	112	1107	FAM9A	Q8IZU1
ENSG00000183305	ENST00000331220	447	1389	MAGEA2B	P43356
ENSG00000183307	ENST00000331437	234	1967	TMEM121B	Q9BXQ6
ENSG00000183309	ENST00000501748	214	1822	ZNF623	O75123
ENSG00000183310	ENST00000328782	1	954	OR2T34	Q8NGX1
ENSG00000183313	ENST00000332249	56	1042	OR52L1	Q8NGH7
ENSG00000183317	ENST00000427468	1	3042	EPHA10	Q5JZY3
ENSG00000183318	ENST00000688021	171	881	SPDYE4	A6NLX3
ENSG00000183323	ENST00000396496	194	1726	CCDC125	Q86Z20
ENSG00000183324	ENST00000331090	23	821	REC114	Q7Z4M0
ENSG00000183336	ENST00000330978	99	356	BOLA2	Q9H3K6
ENSG00000183337	ENST00000679513	438	5702	BCOR	Q6W2J9
ENSG00000183340	ENST00000332349	229	1801	JRKL	Q9Y4A0
ENSG00000183346	ENST00000648843	45	933	CABCOCO1	Q8IVU9
ENSG00000183347	ENST00000370456	93	1992	GBP6	Q6ZN66
ENSG00000183354	ENST00000399933	696	7004	KIAA2026	Q5HYC2
ENSG00000183379	ENST00000554823	63	776	SYNDIG1L	A6NDD5
ENSG00000183386	ENST00000373016	179	1018	FHL3	Q13643
ENSG00000183389	ENST00000330728	47	1141	OR56A4	Q8NGH8
ENSG00000183395	ENST00000329406	64	558	PMCH	P20382
ENSG00000183396	ENST00000330862	14	490	TMEM89	A2RUT3
ENSG00000183397	ENST00000329493	5	632	TEKTIP1	A6NCJ1
ENSG00000183401	ENST00000588790	448	1339	CCDC159	P0C7I6
ENSG00000183421	ENST00000352483	49	2544	RIPK4	P57078
ENSG00000183423	ENST00000594814	96	2133	LRIT3	Q3SXY7
ENSG00000183426	ENST00000328085	1	1051	NPIPA1	Q9UND3
ENSG00000183431	ENST00000373019	58	1560	SF3A3	Q12874
ENSG00000183434	ENST00000310125	96	1310	TFDP3	Q5H9I0
ENSG00000183439	ENST00000508856	609	2021	TRIM61	Q5EBN2
ENSG00000183454	ENST00000396573	311	4702	GRIN2A	Q12879
ENSG00000183463	ENST00000332715	57	575	URAD	A6NGE7
ENSG00000183474	ENST00000380729	345	1530	GTF2H2C	Q6P1K8
ENSG00000183475	ENST00000332783	731	1685	ASB7	Q9H672
ENSG00000183476	ENST00000328828	25	1378	SH2D7	A6NKC9
ENSG00000183479	ENST00000334497	1143	1979	TREX2	Q9BQ50
ENSG00000183484	ENST00000329797	913	2052	GPR132	Q9UNW8
ENSG00000183486	ENST00000435611	242	2387	MX2	P20592
ENSG00000183495	ENST00000389561	131	9500	EP400	Q96L91
ENSG00000183496	ENST00000329713	314	2020	MEX3B	Q6ZN04
ENSG00000183508	ENST00000369448	134	1307	TENT5C	Q5VWP2
ENSG00000183513	ENST00000328709	108	329	COA5	Q86WW8
ENSG00000183520	ENST00000373014	70	829	UTP11	Q9Y3A2
ENSG00000183527	ENST00000331573	67	930	PSMG1	O95456
ENSG00000183530	ENST00000327423	192	6644	PRR14L	Q5THK1
ENSG00000183542	ENST00000309384	183	656	KLRC4	O43908
ENSG00000183549	ENST00000331849	148	1885	ACSM5	Q6NUN0
ENSG00000183559	ENST00000329446	57	1061	C10orf120	Q5SQS8
ENSG00000183560	ENST00000687084	307	1057	IZUMO1R	A6ND01
ENSG00000183569	ENST00000327678	66	1008	SERHL2	Q9H4I8
ENSG00000183570	ENST00000400314	339	1452	PCBP3	P57721
ENSG00000183571	ENST00000637120	1	612	PGPEP1L	A6NFU8
ENSG00000183576	ENST00000331768	141	1922	SETD3	Q86TU7
ENSG00000183578	ENST00000327536	101	976	TNFAIP8L3	Q5GJ75
ENSG00000183579	ENST00000544604	196	3004	ZNRF3	Q9ULT6
ENSG00000183580	ENST00000504595	498	1971	FBXL7	Q9UJT9
ENSG00000183597	ENST00000456048	223	1174	TANGO2	Q6ICL3
ENSG00000183598	ENST00000331491	13	420	H3C13	Q71DI3
ENSG00000183605	ENST00000355697	68	1078	SFXN4	Q6P4A7
ENSG00000183607	ENST00000328895	33	584	GKN2	Q86XP6
ENSG00000183615	ENST00000373582	201	690	FAM167B	Q9BTA0
ENSG00000183617	ENST00000330133	20	434	MRPL54	Q6P161
ENSG00000183621	ENST00000361310	331	2814	ZNF438	Q7Z4V0
ENSG00000183624	ENST00000383463	60	1122	HMCES	Q96FZ2
ENSG00000183625	ENST00000545097	176	1304	CCR3	P51677
ENSG00000183628	ENST00000331444	56	716	DGCR6	Q14129
ENSG00000183631	ENST00000371125	116	1010	PRR32	B1ATL7
ENSG00000183632	ENST00000563102	1	426	TP53TG3	Q9ULZ0
ENSG00000183638	ENST00000382483	266	7465	RP1L1	Q8IWN7
ENSG00000183640	ENST00000329621	55	243	KRTAP8-1	Q8IUC2
ENSG00000183644	ENST00000332814	1	589	HOATZ	Q6PI97
ENSG00000183647	ENST00000332854	221	2018	ZNF530	Q6P9A1
ENSG00000183648	ENST00000617122	33	347	NDUFB1	O75438
ENSG00000183654	ENST00000332432	217	1422	MARCHF11	A6NNE9
ENSG00000183655	ENST00000337975	171	1937	KLHL25	Q9H0H3
ENSG00000183662	ENST00000478136	460	859	TAFA1	Q7Z5A9
ENSG00000183665	ENST00000328599	109	1453	TRMT12	Q53H54
ENSG00000183668	ENST00000270077	100	1377	PSG9	Q00887
ENSG00000183671	ENST00000621141	94	1158	CMKLR2	P46091
ENSG00000183682	ENST00000331593	357	1563	BMP8A	Q7Z5Y6
ENSG00000183688	ENST00000329099	1	432	RFLNB	Q8N5W9
ENSG00000183690	ENST00000420999	85	2331	EFHC2	Q5JST6
ENSG00000183691	ENST00000332822	526	1222	NOG	Q13253
ENSG00000183695	ENST00000329773	125	1114	MRGPRX2	Q96LB1
ENSG00000183696	ENST00000331803	624	1554	UPP1	Q16831
ENSG00000183706	ENST00000328795	1	949	OR4N4	Q8N0Y3
ENSG00000183709	ENST00000331982	174	774	IFNL2	Q8IZJ0
ENSG00000183715	ENST00000541867	1	1062	OPCML	Q14982
ENSG00000183718	ENST00000503005	260	1252	TRIM52	Q96A61
ENSG00000183722	ENST00000648377	519	1118	LHFPL6	Q9Y693
ENSG00000183723	ENST00000330687	183	884	CMTM4	Q8IZR5
ENSG00000183726	ENST00000374358	137	608	TMEM50A	O95807
ENSG00000183733	ENST00000332372	6	662	FIGLA	Q6QHK4
ENSG00000183734	ENST00000331289	257	835	ASCL2	Q99929
ENSG00000183735	ENST00000650997	100	2293	TBK1	Q9UHD2
ENSG00000183741	ENST00000407418	27	1262	CBX6	O95503
ENSG00000183742	ENST00000400331	304	2859	MACC1	Q6ZN28
ENSG00000183747	ENST00000573854	170	1901	ACSM2A	Q08AH3
ENSG00000183751	ENST00000568546	113	2537	TBL3	Q12788
ENSG00000183753	ENST00000331070	333	651	BPY2	O14599
ENSG00000183760	ENST00000331256	212	1526	ACP7	Q6ZNF0
ENSG00000183762	ENST00000327813	14	1490	KREMEN1	Q96MU8
ENSG00000183763	ENST00000331456	112	1518	TRAIP	Q9BWF2
ENSG00000183765	ENST00000382580	77	1834	CHEK2	O96017
ENSG00000183770	ENST00000648323	416	1543	FOXL2	P58012
ENSG00000183773	ENST00000399167	241	2056	AIFM3	Q96NN9
ENSG00000183775	ENST00000512467	630	1914	KCTD16	Q68DU8
ENSG00000183778	ENST00000380620	593	1523	B3GALT5	Q9Y2C3
ENSG00000183779	ENST00000331569	199	1969	ZNF703	Q9H7S9
ENSG00000183780	ENST00000366618	403	1873	SLC35F3	Q8IY50
ENSG00000183783	ENST00000360029	287	1705	KCTD8	Q6ZWB6
ENSG00000183785	ENST00000330423	58	1405	TUBA8	Q9NY65
ENSG00000183793	ENST00000360151	1	1050	NPIPA5	E9PKD4
ENSG00000183795	ENST00000382392	333	651	BPY2B	O14599
ENSG00000183798	ENST00000332312	185	2482	EMILIN3	Q9NT22
ENSG00000183801	ENST00000530135	251	1457	OLFML1	Q6UWY5
ENSG00000183807	ENST00000368557	144	629	FAM162B	Q5T6X4
ENSG00000183808	ENST00000519109	168	3170	RBM12B	Q8IXT5
ENSG00000183813	ENST00000330953	99	1179	CCR4	P51679
ENSG00000183814	ENST00000328205	547	2220	LIN9	Q5TKA1
ENSG00000183826	ENST00000481247	158	1993	BTBD9	Q96Q07
ENSG00000183828	ENST00000392568	104	769	NUDT14	O95848
ENSG00000183831	ENST00000333279	51	848	ANKRD45	Q5TZF3
ENSG00000183833	ENST00000273390	78	2379	CFAP91	Q7Z4T9
ENSG00000183837	ENST00000424805	264	1653	PNMA3	Q9UL41
ENSG00000183840	ENST00000329321	239	1598	GPR39	O43194
ENSG00000183844	ENST00000398652	67	889	FAM3B	P58499
ENSG00000183850	ENST00000597761	150	1659	ZNF730	Q6ZMV8
ENSG00000183853	ENST00000359209	33	2304	KIRREL1	Q96J84
ENSG00000183856	ENST00000361170	37	4929	IQGAP3	Q86VI3
ENSG00000183862	ENST00000329903	225	2217	CNGA2	Q16280
ENSG00000183864	ENST00000327492	486	1517	TOB2	Q14106
ENSG00000183873	ENST00000333535	210	6257	SCN5A	Q14524
ENSG00000183876	ENST00000328668	533	2239	ARSI	Q5FYB1
ENSG00000183878	ENST00000545955	369	4700	UTY	O14607
ENSG00000183888	ENST00000329454	69	576	SRARP	Q8NEQ6
ENSG00000183891	ENST00000333610	130	582	TTC32	Q5I0X7
ENSG00000183908	ENST00000652194	148	1171	LRRC55	Q6ZSA7
ENSG00000183914	ENST00000572933	1071	14352	DNAH2	Q9P225
ENSG00000183918	ENST00000371139	81	465	SH2D1A	O60880
ENSG00000183921	ENST00000686682	99	1644	SDR42E2	A6NKP2
ENSG00000183943	ENST00000262848	397	1470	PRKX	P51817
ENSG00000183955	ENST00000402868	68	1124	KMT5A	Q9NQR1
ENSG00000183960	ENST00000328405	211	3532	KCNH8	Q96L42
ENSG00000183963	ENST00000619644	62	3068	SMTN	P53814
ENSG00000183971	ENST00000566435	118	613	NPW	Q8N729
ENSG00000183977	ENST00000389050	193	2082	PP2D1	A8MPX8
ENSG00000183978	ENST00000328434	24	341	COA3	Q9Y2R0
ENSG00000183979	ENST00000573081	1534	2002	NPB	Q8NG41
ENSG00000184005	ENST00000328299	122	1037	ST6GALNAC3	Q8NDV1
ENSG00000184007	ENST00000602725	419	919	PTP4A2	Q12974
ENSG00000184009	ENST00000681052	87	1211	ACTG1	P63261
ENSG00000184012	ENST00000679263	144	1778	TMPRSS2	O15393
ENSG00000184014	ENST00000679568	51	3971	DENND5A	Q6IQ26
ENSG00000184022	ENST00000642090	238	1173	OR2T10	Q8NGZ9
ENSG00000184032	ENST00000330798	59	254	KRTAP20-2	Q3LI61
ENSG00000184033	ENST00000328435	65	604	CTAG1B	P78358
ENSG00000184047	ENST00000464942	39	755	DIABLO	Q9NR28
ENSG00000184056	ENST00000333371	346	2196	VPS33B	Q9H267
ENSG00000184058	ENST00000649276	67	1579	TBX1	O43435
ENSG00000184060	ENST00000580525	84	1245	ADAP2	Q9NPF8
ENSG00000184076	ENST00000330029	31	220	UQCR10	Q9UDW1
ENSG00000184083	ENST00000375180	57	3344	FAM120C	Q9NX05
ENSG00000184108	ENST00000332517	119	1523	TRIML1	Q8N9V2
ENSG00000184110	ENST00000566501	302	3041	EIF3C	Q99613
ENSG00000184113	ENST00000406028	1062	1970	CLDN5	O00501
ENSG00000184117	ENST00000216121	32	883	NIPSNAP1	Q9BPW8
ENSG00000184140	ENST00000328882	71	1007	OR4F6	Q8NGB9
ENSG00000184144	ENST00000640428	286	3541	CNTN2	Q02246
ENSG00000184148	ENST00000328051	68	305	SPRR4	Q96PI1
ENSG00000184154	ENST00000538413	605	1181	LRRC51	Q96E66
ENSG00000184155	ENST00000334857	1	927	OR10J5	Q8NHC4
ENSG00000184156	ENST00000388996	564	3179	KCNQ3	O43525
ENSG00000184160	ENST00000330055	223	1609	ADRA2C	P18825
ENSG00000184162	ENST00000420605	298	798	NR2C2AP	Q86WQ0
ENSG00000184163	ENST00000330388	33	938	C1QTNF12	Q5T7M4
ENSG00000184164	ENST00000404488	136	1342	CRELD2	Q6UXH1
ENSG00000184166	ENST00000641064	370	1305	OR1D2	P34982
ENSG00000184178	ENST00000401642	121	2172	SCFD2	Q8WU76
ENSG00000184182	ENST00000272930	136	691	UBE2F	Q969M7
ENSG00000184185	ENST00000583088	736	2035	KCNJ12	Q14500
ENSG00000184194	ENST00000332582	794	1913	GPR173	Q9NS66
ENSG00000184203	ENST00000618156	301	915	PPP1R2	P41236
ENSG00000184205	ENST00000375442	133	2212	TSPYL2	Q9H2G4
ENSG00000184206	ENST00000510439	63	1785	GOLGA6L4	A6NEF3
ENSG00000184207	ENST00000333503	64	1026	PGP	A6NDG6
ENSG00000184209	ENST00000412157	367	1120	SNRNP35	Q16560
ENSG00000184210	ENST00000333026	101	1112	DGAT2L6	Q6ZPD8
ENSG00000184216	ENST00000369980	91	2226	IRAK1	P51617
ENSG00000184220	ENST00000421999	119	956	CMSS1	Q9BQ75
ENSG00000184221	ENST00000382348	107	920	OLIG1	Q8TAK6
ENSG00000184226	ENST00000377865	693	4403	PCDH9	Q9HC56
ENSG00000184227	ENST00000311148	280	1543	ACOT1	Q86TX2
ENSG00000184232	ENST00000328965	249	1068	OAF	Q86UD1
ENSG00000184254	ENST00000329841	78	1614	ALDH1A3	P47895
ENSG00000184260	ENST00000331380	58	445	H2AC20	Q16777
ENSG00000184261	ENST00000327876	655	1944	KCNK12	Q9HB15
ENSG00000184270	ENST00000331128	50	439	H2AC21	Q8IUE6
ENSG00000184276	ENST00000328698	1	220	DEFB108B	Q8NET1
ENSG00000184277	ENST00000333202	21	761	TM2D3	Q9BRN9
ENSG00000184281	ENST00000333256	230	1217	TSSC4	Q9Y5U2
ENSG00000184292	ENST00000371225	97	1065	TACSTD2	P09758
ENSG00000184302	ENST00000327720	254	992	SIX6	O95475
ENSG00000184304	ENST00000415220	131	2890	PRKD1	Q15139
ENSG00000184305	ENST00000509176	480	3180	CCSER1	Q9C0I3
ENSG00000184307	ENST00000638807	296	1601	ZDHHC23	Q8IYP9
ENSG00000184313	ENST00000421030	293	4262	MROH7	Q68CQ1
ENSG00000184330	ENST00000368729	62	365	S100A7A	Q86SG5
ENSG00000184343	ENST00000489426	2367	4269	SRPK3	Q9UPE1
ENSG00000184344	ENST00000329913	48	1139	GDF3	Q9NR23
ENSG00000184345	ENST00000333127	53	545	IQCF2	Q8IXL9
ENSG00000184347	ENST00000332966	74	4663	SLIT3	O75094
ENSG00000184349	ENST00000333274	325	1008	EFNA5	P52803
ENSG00000184350	ENST00000389832	339	1274	MRGPRE	Q86SM8
ENSG00000184351	ENST00000390689	51	320	KRTAP19-1	Q8IUB9
ENSG00000184357	ENST00000331442	60	737	H1-5	P16401
ENSG00000184361	ENST00000331780	79	1230	SPATA32	Q96LK8
ENSG00000184363	ENST00000331563	85	2476	PKP3	Q9Y446
ENSG00000184368	ENST00000379643	29	2347	MAP7D2	Q96T17
ENSG00000184371	ENST00000329608	176	1838	CSF1	P09603
ENSG00000184374	ENST00000332843	36	867	COLEC10	Q9Y6Z7
ENSG00000184378	ENST00000330368	42	1157	ACTRT3	Q9BYD9
ENSG00000184381	ENST00000668949	90	2549	PLA2G6	O60733
ENSG00000184384	ENST00000524717	1301	4768	MAML2	Q8IZL2
ENSG00000184388	ENST00000373521	705	1305	PABPC1L2B	Q5JQF8
ENSG00000184389	ENST00000442999	1	1020	A3GALT2	U3KPV4
ENSG00000184394	ENST00000641086	452	1376	OR4N5	Q8IXE1
ENSG00000184402	ENST00000331758	53	1241	SS18L1	O75177
ENSG00000184408	ENST00000331113	1459	3349	KCND2	Q9NZV8
ENSG00000184428	ENST00000329245	20	1822	TOP1MT	Q969P6
ENSG00000184432	ENST00000333188	98	2815	COPB2	P35606
ENSG00000184434	ENST00000380055	91	1200	LRRC19	Q9H756
ENSG00000184436	ENST00000215742	208	1134	THAP7	Q9BT49
ENSG00000184445	ENST00000333479	177	6804	KNTC1	P50748
ENSG00000184451	ENST00000332438	21	1106	CCR10	P46092
ENSG00000184454	ENST00000374392	91	397	NCMAP	Q5T1S8
ENSG00000184459	ENST00000397452	112	1632	BPIFC	Q8NFQ6
ENSG00000184465	ENST00000448612	487	3171	WDR27	A2RRH5
ENSG00000184470	ENST00000400521	16	1587	TXNRD2	Q9NNW7
ENSG00000184471	ENST00000328449	275	1030	C1QTNF8	P60827
